pin_db,am_am,scr
-180.0,0.0,1.0
-47.94140883205898,0.004007951647557278,0.9999678721310816
-41.920810002343885,0.008015517012894702,0.9998714947172281
-38.39898518241847,0.012022309937880714,0.9997108863341593
-35.90021063084657,0.01602794451247666,0.9994860779314637
-33.962010479041915,0.02003203519857407,0.9991971128176924
-32.37838563032707,0.02403419695358124,0.9988440466395071
-31.039449889313122,0.028034045353676002,0.9984269473549039
-29.879610988458122,0.032031196716641855,0.997945895200536
-28.85656056960952,0.03602526822420535,0.9974009826531637
-27.94141078247523,0.040015878043792925,0.996792314385267
-27.11355709901191,0.04400264544962623,0.9961200072148627
-26.35778589764156,0.04798519094307567,0.9953841900495639
-25.662543786349175,0.051963136372192874,0.9945850038249419
-25.018850130828454,0.05593610505034328,0.993722601437236
-24.419585673599254,0.05990372187386203,0.9927971476704774
-23.85901121062409,0.06386561343865614,0.9918088191180883
-23.332432444144494,0.06782140815567822,0.9907578040990258
-22.835960776725976,0.07177073636519812,0.9896443025685485
-22.36633886607215,0.07571323044979936,0.988468526023678
-21.92081097755208,0.07964852494602974,0.987230697403442
-21.49702500131315,0.08357625665463679,0.9859310509839889
-21.092957284238167,0.08749606474931952,0.984569832268657
-20.7068541846133,0.09140759088393059,0.983147297873103
-20.337186074658995,0.09531047929806406,0.9816637154055828
-19.982610739062245,0.09920437692096651,0.9801193633424918
-19.641943956420683,0.10308893347370929,0.9785145308992669
-19.314135635744375,0.10696380156956456,0.9768495178967674
-18.99825029494631,0.11082863681252653,0.9751246346232406
-18.69345096648045,0.11468309789392346,0.9733402016919938
-18.398985832557276,0.11852684668706771,0.9714965498948934
-18.11417705259532,0.122359548339892,0.9695940200518105
-17.83841136506726,0.1261808713655239,0.9676329628561383
-17.571132135959836,0.12999048773075145,0.9656137387165147
-17.31183259460397,0.1337880729423361,0.9635367175948744
-17.060050050264678,0.13757330613112984,0.9614022788409656
-16.815360923644388,0.14134587013395752,0.9592108110234672
-16.577376459277207,0.14510545157322663,0.9569627117578405
-16.34573900982225,0.14885174093422873,0.9546583875310566
-16.12011880309077,0.1525844326401003,0.9522982535233353
-15.900211118450692,0.1563032251244122,0.9498827334270422
-15.685733811936649,0.16000782090135887,0.94741225926288
-15.476425139631846,0.163697926633523,0.9448872711935233
-15.272041837198085,0.1673732531971903,0.9423082173348362
-15.072357420211484,0.17103351574519463,0.9396755535648211
-14.87716067552287,0.17467843376727432,0.936989743330442
-14.686254318445185,0.17830773114792303,0.9342512574524693
-14.499453794364687,0.18192113622172146,0.9314605739284896
-14.316586206527901,0.18551838182613845,0.9286181777342313
-14.137489354390771,0.18909920535179128,0.9257245606233444
-13.96201086912521,0.19266334879015906,0.9227802209257879
-13.790007434736713,0.1962105587787436,0.9197856633449625
-13.621344084816624,0.19974058664367614,0.9167413987537383
-13.455893566283159,0.20325318843976836,0.9136479439895173
-13.293535762596777,0.2067481249880114,0.910505821648476
-13.134157169900945,0.21022516191052504,0.9073155598791274
-12.977650420365428,0.21368406966296424,0.9040776921753426
-12.823913847718531,0.21712462356439194,0.9007927571689753
-12.672851090565128,0.22054660382462649,0.8974612984222178
-12.524370729614283,0.2239497955690786,0.8940838642198344
-12.378385955396478,0.2273339888610901,0.8906610073613996
-12.234814263446124,0.23069897872179165,0.887193284953673
-12.093577174269397,0.23404456514749766,0.8836812582032476
-11.95459997571766,0.23737055312465785,0.8801254922095918
-11.817811485649033,0.24067675264238747,0.8765265557586148
-11.68314383299061,0.2439629787025998,0.8728850211168818
-11.550532255515506,0.24722905132776574,0.8692014638265928
-11.41991491282643,0.2504747955663271,0.8654764625014516
-11.291232713193898,0.25370004149579245,0.8617105986235359
-11.164429153035393,0.2569046242235445,0.857904456341286
-11.039450167944045,0.2600883838853913,0.8540586222687183
-10.916243994283718,0.26325116564189244,0.850173685285977
-10.794761040463785,0.26639281967249573,0.8462502363413252
-10.674953767092353,0.2695132011675181,0.8422888682546787
-10.556776575283118,0.2726121703180081,0.8382901755227847
-10.440185702459114,0.27568959230352735,0.8342547541261359
-10.325139125057486,0.27874533727788897,0.8301832013377188
-10.211596467593997,0.28177928035289335,0.8260761155336852
-10.099518917594853,0.28479130158010074,0.8219340960060293
-9.988869145947326,0.2877812859306846,0.8177577427773621
-9.879611232260183,0.29074912327340396,0.8135476564178572
-9.771710594860494,0.293694708350742,0.8093044378644481
-9.665133925085431,0.2966179407532521,0.8050286882423514
-9.559849125556703,0.2995187248921561,0.8007210086889863
-9.455825252151381,0.3023969699702408,0.796382000180359
-9.353032459406679,0.3052525899510976,0.7920122633599735
-9.251441949117641,0.30808550352675124,0.7876123983703359
-9.151025921906271,0.3108956340837233,0.7831830046871028
-9.05175753155833,0.31368290966757983,0.7787246809559358
-8.953610841940149,0.3164472629460071,0.7742380248321072
-8.856560786322461,0.3191886311704649,0.7697236328229112
-8.760583128951694,0.3219069561364643,0.7651821001329199
-8.665654428721313,0.32460218414251724,0.7606140205121316
-8.571752004807005,0.3272742659478062,0.7560199861070463
-8.478853904139632,0.32992315672862194,0.7514005873147058
-8.38693887059933,0.3325488160336162,0.7467564126397311
-8.29598631582254,0.3351512077379182,0.7420880485543877
-8.205976291521736,0.33773029999616233,0.7373960793617016
-8.116889463224712,0.34028606519447346,0.7326810870616561
-8.02870708534698,0.342818479901459,0.7279436512204855
-7.941410977516881,0.3453275248182532,0.7231843488430837
-7.854983502078596,0.3478131847276617,0.7184037542485465
-7.769407542703456,0.3502754484424517,0.7136024389488572
-7.684666484044639,0.35271430875283505,0.7087809715307254
-7.600744192374784,0.3551297623731887,0.7039399175405882
-7.517624997150084,0.357521809888059,0.699079839372776
-7.435293673448152,0.3598904556974944,0.6942012961608465
-7.353735425230435,0.3622357079617499,0.6893048436720862
-7.272935869383167,0.364557578545409,0.684391034205177
-7.192881020493781,0.36685608296096445,0.6794604164910211
-7.1135572763224975,0.3691312403119021,0.6745135355967196
-7.034951403931338,0.3713830732353286,0.6695509328326936
-6.9570505264351725,0.37361160784418584,0.6645731456629355
-6.879842110341643,0.37581687366909156,0.6595807076183781
-6.803313953448815,0.3779989035998471,0.6545741482133662
-6.727454173271337,0.38015773382665174,0.6495539928652109
-6.652251195967654,0.38229340378106164,0.6445207628168084
-6.577693745742468,0.38440595607673234,0.6394749750623031
-6.5037708347001635,0.3864954364499814,0.6344171422757691
-6.430471753126387,0.38856189370020777,0.6293477727428879
-6.357786060176266,0.39060537963020336,0.6242673702955959
-6.285703574949012,0.3926259489863931,0.6191764342496708
-6.214214367929855,0.3946236593990348,0.6140754593452327
-6.143308752781278,0.39659857132241527,0.6089649356901239
-6.072977278466622,0.39855074797507284,0.6038453487061402
-6.003210721690012,0.40048025528007936,0.5987171790780769
-5.934000079637477,0.4023871618054111,0.5935809027055569
-5.865336563005027,0.4042715387044402,0.588436990657604
-5.79721158930011,0.40613345965657455,0.5832859091299275
-5.729616776403743,0.40797300080807436,0.578128119404877
-5.662543936381214,0.4097902407130741,0.5729640778140309
-5.595985069529918,0.41158526027483505,0.5677942357033797
-5.5299323586535305,0.41335814268725474,0.5626190394010614
-5.464378163552253,0.4151089733766579,0.5574389301876114
-5.399315015719415,0.41683783994389456,0.5522543442686824
-5.334735613235242,0.41854483210676574,0.5470657127501934
-5.270632815849049,0.4202300416428007,0.5418734616158645
-5.206999640241577,0.42189356233240866,0.5366780117070944
-5.1438292554596075,0.42353548990242246,0.5314797787051362
-5.081114978515414,0.42515592197005686,0.526279173115528
-5.018850270143918,0.4267549579872999,0.5210766002547336
-4.957028730710865,0.42833269918575445,0.5158724602389471
-4.895644096265571,0.42988924852194854,0.5106671479750167
-4.8346902347321885,0.4314247106231314,0.5054610531534446
-4.774161142233673,0.4329391917335702,0.500254560243414
-4.714050939542958,0.434432799661364,0.49504804848979767
-4.654353868656082,0.43590564372578644,0.4898418919121058
-4.595064289482277,0.43735783470517553,0.48463645930532423
-4.536176676646261,0.4387894847853792,0.47943211424259624
-4.477685616398202,0.44020070750876983,0.4742292150797059
-4.4195858036270215,0.4415916177238414,0.46902811496131297
-4.361872038972936,0.44296233153539766,0.4638291618288974
-4.304539226035294,0.44431296625534167,0.4586326984303654
-4.247582368671955,0.44564364035407733,0.45343906233127207
-4.1909965683866455,0.4469544734125311,0.44824858592761707
-4.134777021800865,0.44824558607480136,0.44306159646016685
-4.078919018207088,0.4495171000014436,0.437878416030259
-4.023417937200128,0.4507691378233989,0.43269936161704514
-3.9682692463837133,0.45200182309656967,0.4275247450961284
-3.913468499149401,0.45321528025705105,0.42235487325955035
-3.85901133252512,0.45440963457702166,0.4171900478370865
-3.8048934650907498,0.45558501212129804,0.4120305655188057
-3.7511106949582134,0.45674153970455705,0.4068767179788519
-3.6976588978137457,0.45787934484923026,0.40172879190040456
-3.644534025020013,0.4589985557440722,0.3965870690017809
-3.591732101775931,0.46009930120340536,0.3914518260636322
-3.5392492253320764,0.4611817106270444,0.38632333495719956
-3.4870815632596877,0.4622459139608993,0.38120186267358575
-3.4352253517713387,0.4632920416582619,0.3760876713540041
-3.383676894091454,0.46432022464177064,0.37098101832096814
-3.332432558874877,0.46533059426606066,0.36588215611037844
-3.281488778671827,0.4663232822810924,0.36079133250447465
-3.2308420484376077,0.46729842079616263,0.3557087905656115
-3.1804889240855077,0.4682561422445941,0.35063476867082355
-3.1304260210814143,0.4691965793491036,0.3455695005471422
-3.08065001307869,0.4701198650878463,0.3405132153076306
-3.0311576305919434,0.4710261326611336,0.33546613748810045
-2.9819456597083738,0.4719155154588223,0.33042848708447675
-2.933010940835411,0.4727881470283736,0.3254004795907777
-2.8843503674834436,0.4736441610435751,0.3203823260376759
-2.8359608850824456,0.4744836912739269,0.31537423303160866
-2.787839489831394,0.47530687155468426,0.31037640279440604
-2.7399832275793745,0.4761138357575551,0.30538903320340677
-2.6923891927373482,0.47690471776204635,0.3004123178320282
-2.6450545272195685,0.4776796514274566,0.2954464459907655
-2.5979764194136856,0.4784387705655077,0.2904916027685858
-2.551152103178615,0.4791822089136131,0.28554796907469326
-2.504578856869268,0.47991010010877483,0.28061572168063437
-2.458254002387293,0.48062257766210614,0.27569503326271794
-2.412174904256999,0.4813197749339729,0.2707860724447223
-2.366338968725651,0.4820018251097481,0.26588900384086467
-2.3207436428873964,0.48266886117617275,0.2610039880990063
-2.2753864138300512,0.4833210158983194,0.25613118194406986
-2.230264807804051,0.48395842179714915,0.2512707382216452
-2.185376389412885,0.4845812111276576,0.24642280594175897
-2.140718760824331,0.48518951585760195,0.2415875303227867
-2.0962895610018717,0.4857834676468032,0.23676505283548377
-2.05208646495566,0.48636319782701737,0.2319555112471151
-2.0081071830124553,0.48692883738236686,0.22715903966566237
-1.9643494601039448,0.48748051693032723,0.22237576858408722
-1.9208110750729044,0.48801836670325993,0.21760582492463362
-1.8774898399966595,0.4885425165304855,0.2128493320831458
-1.8343835995273363,0.4890530958208904,0.2081064099733879
-1.7914902302484026,0.48955023354605803,0.2033771750713446
-1.7488076400470167,0.4900340582239178,0.19866174045948543
-1.7063337675017263,0.490504697902906,0.19396021587097625
-1.6640665812850615,0.4909622801466285,0.18927270773382382
-1.6220040795805957,0.4914069320190202,0.1845993192149327
-1.5801442895140527,0.4918387800699906,0.17994015026406399
-1.5384852665980548,0.4922579503215529,0.17529529765767918
-1.4970250941901255,0.49266456825442345,0.17066485504265405
-1.4557618829635661,0.4930587587950877,0.16604891297985194
-1.4146937703908375,0.4934406463033231,0.16144755898753907
-1.3738189202391038,0.493810354560174,0.15686087758463294
-1.3331355220775851,0.4941680067563659,0.15228895033376907
-1.2926417907963963,0.4945137254811582,0.14773185588417653
-1.2523359661365503,0.4948476327116212,0.14318967001434738
-1.212216312230813,0.4951698498023354,0.1386624656744948
-1.1722811171551184,0.4954804974755008,0.13415031302878433
-1.1325286924902407,0.49577969581145304,0.1296532794973292
-1.0929573728934625,0.4960675642395747,0.12517142979794457
-1.0535655156799462,0.4963442215295985,0.1207048259876455
-1.0143515004135586,0.49660978578329074,0.11625352750388358
-0.9753137285068929,0.4968643744265121,0.11181759120551381
-0.9364506228302344,0.49710810420164325,0.10739707141348236
-0.8977606273292394,0.49734109116037406,0.10299201995122953
-0.8592422066510887,0.4975634506568426,0.09860248618479853
-0.8208938457788952,0.4977752973411233,0.09422851706264566
-0.7827140496741459,0.4979767451530517,0.08987015715514408
-0.744701342926968,0.49816790731638205,0.08552744869377586
-0.7068542694140157,0.49834889633326895,0.08120043161000527
-0.6691713919637764,0.4985198239790678,0.07688914357383048
-0.6316512920291066,0.4986808012974454,0.07259362003200547
-0.594292569366811,0.498831938595795,0.0683138942459302
-0.5570938417240814,0.4989733454409486,0.06404999732920266
-0.5200537445316223,0.4991051306551806,0.05980195828483039
-0.4831709306032916,0.4992274023124941,0.05556980404209553
-0.4464440698420916,0.4993402677351867,0.051353559493072354
-0.40987184895235,0.4994438334906861,0.04715324752879136
-0.373452971157934,0.499538205388651,0.042968889075049636
-0.33718615592634843,0.4996234884783302,0.03880050312786173
-0.3010701386985688,0.4996997870461746,0.03464810678855253
-0.26510367062446893,0.49976720461369417,0.030511715298485183
-0.2292855183037029,0.4998258439355561,0.026391342073425937
-0.1936144635319092,0.49987580699791645,0.02228699873754236
-0.15808930305210006,0.49991719501698006,0.01819869515703323
-0.12270884831112383,0.4999501084377832,0.014126439473389731
-0.08747192522105757,0.4999746469331917,0.010070238136286176
-0.05237737392542509,0.4999909094031114,0.006030095936099324
-0.017424048570117607,0.4999989939739037,0.002006016036056112
0.01738918292109544,0.49999899799799996,-0.0020019999959918606
0.05206343906657014,0.49999101805371216,-0.005993952156165798
0.08659982504242747,0.49997514994523057,-0.009969841973531481
0.12099943289391299,0.4999514887028079,-0.01392967247944188
0.1552633417425925,0.4999201285831205,-0.017873448177255207
0.1893926179894759,0.49988116306980335,-0.021801175012423762
0.22338831551416632,0.4998346848741551,-0.025712860342955432
0.25725147587012676,0.4997807859360051,-0.029608512910246798
0.29098312847615543,0.4997195574247414,-0.03348814281028673
0.32458429080415746,0.49965108974049205,-0.03735176146522963
0.35805596856329835,0.4995754725154552,-0.04119938159533759
0.391399155880623,0.4994927946153772,-0.04503101719129012
0.42461483547822143,0.49940314414116743,-0.04884668348686036
0.4577039788470192,0.4993066084306523,-0.05264639693195614
0.49066754641727084,0.4992032740604604,-0.05643017516602386
0.52350648772583,0.499093226848034,-0.06019803699181538
0.5562217415802689,0.4989765518537663,-0.06395000234951354
0.5888142362199201,0.4988533333832562,-0.0676860922912177
0.6212848894739065,0.4987236549896791,-0.07140632895578371
0.653634608916229,0.4985875994762697,-0.07511073554402012
0.6858642920179778,0.4984452488989107,-0.07879933629423541
0.7179748262967284,0.49829668456882825,-0.0824721564581356
0.7499670894631881,0.4981419870553843,-0.08612922227707044
0.7818419495651501,0.4979812361889687,-0.08977056095862491
0.8136002651288171,0.4978145110639809,-0.09339620065355304
0.84524288529755,0.49764189004190384,-0.09700617043305439
0.8767706499680987,0.4974634507544632,-0.1006005002663872
0.9081843899243693,0.49727927010686857,-0.10417922099881814
0.9394849269687815,0.49708942428113534,-0.10774236432990461
0.9706730740512665,0.4968939887394822,-0.11128996279210862
1.001749635395959,0.4966930382278027,-0.11482204972973728
1.0327154066256288,0.49648664677920495,-0.11833865927820898
1.063571174883903,0.4962748877176215,-0.12183982634364114
1.0943177189553308,0.4960578336614813,-0.1253255865827589
1.1249558093833159,0.49583555652744377,-0.12879597638311813
1.155486208585992,0.4956081275341915,-0.1322510328436436
1.1859096709700605,0.4953756172062792,-0.13569079375547768
1.2162269430426451,0.4951380953780359,-0.13911529758313615
1.2464387635211969,0.49489563119751645,-0.14252458344596952
1.2765458634415001,0.4946482931305042,-0.14591869109992517
1.306548966263807,0.494396148964556,-0.1492976609196087
1.3364487879771512,0.4941392658130929,-0.15266153388064127
1.366246037201867,0.49387771011953097,-0.15601035154230847
1.3959414152903604,0.4936115476614501,-0.15934415603049956
1.4255356164261594,0.4933408435548008,-0.16266299002093307
1.4550293277212867,0.49306566225814397,-0.1659668967226648
1.4844232293119801,0.4927860675769227,-0.16925591986187666
1.5137179944528045,0.4925021226677655,-0.1725301036659426
1.5429142896091763,0.49221389004281574,-0.175789492847768
1.5720127745483428,0.49192143157408863,-0.17903413259040044
1.601014102428839,0.4916248084978514,-0.18226406853190696
1.629918919888458,0.49132408141902667,-0.18547934675051705
1.6587278671307635,0.49101931031561513,-0.18868001375002627
1.6874415780101681,0.4907105545431385,-0.19186611644545837
1.7160606801156155,0.49039787283909714,-0.19503770214898186
1.7445857948528847,0.49008132332744586,-0.19819481855608023
1.7730175375255477,0.48976096352308174,-0.20133751373196787
1.8013565174146087,0.48943685033634354,-0.2044658360982558
1.8296033378568455,0.48910904007752326,-0.20757983441985675
1.8577585963218823,0.488777588461386,-0.21067955779213038
1.8858228844880194,0.4884425506116979,-0.213765055628267
1.9137967883168376,0.4881039810657588,-0.2168363776469014
1.9416808881266092,0.48776193377894256,-0.21989357385996028
1.9694757586645317,0.4874164621292385,-0.22293669456073462
1.9971819691778105,0.48706761892179645,-0.22596579031217687
2.024800083483612,0.48671545639347213,-0.22898091193542033
2.052330660037907,0.48636002621737295,-0.2319821104985155
2.0797742520032263,0.48600137950740213,-0.23496943730538275
2.107131407315352,0.48563956682280107,-0.23794294388497564
2.1344026687489577,0.4852746381726864,-0.24090268198065667
2.161588573982225,0.4849066430205846,-0.24384870353977595
2.1886896556604496,0.4845356302889597,-0.2467810607034551
2.21570644145866,0.4841616483637344,-0.24969980579657303
2.242639454143263,0.48378474509880437,-0.2526049913179462
2.26948921163274,0.48340496782054254,-0.2554966699307074
2.296256227057404,0.48302236333229587,-0.258374894452875
2.3229410088182427,0.4826369779188702,-0.26123971784810956
2.3495440606448548,0.48224885735100503,-0.26409119321666213
2.3760658816525098,0.48185804688983525,-0.2669293737865006
2.402506966398332,0.481464591291342,-0.269754312904621
2.4288678049366346,0.4810685348107876,-0.2725660640285363
2.4551488828734196,0.4806699212071387,-0.2753646807179389
2.48135068142005,0.48026879374747244,-0.2781502166265398
2.507473677446119,0.4798651952113689,-0.28092272549407454
2.533518343531526,0.47945916789528575,-0.28368226113848016
2.5594851480177727,0.47905075361691707,-0.28642887744823387
2.585374555058496,0.47863999371953436,-0.289162628374858
2.6111870246692486,0.47822692907630987,-0.2918835679255824
2.6369230127765455,0.47781160009462065,-0.2945917501561663
2.6625829712661804,0.47739404672033414,-0.2972872291638738
2.688167348030838,0.4769743084420742,-0.2999700590806027
2.7136765870169977,0.47655242429546646,-0.3026402940661647
2.7391111282711615,0.47612843286736406,-0.3052979883017114
2.7644714079853965,0.4757023723000513,-0.3079431959833071
2.789757858542222,0.47527428029542673,-0.3105759713156454
2.814970908558842,0.47484419411916423,-0.3131963685059045
2.8401109829307374,0.4744121506048512,-0.31580444175774347
2.8651785028746297,0.4739781861581059,-0.3184002452654326
2.8901738859708272,0.47354233676066965,-0.32098383320812013
2.9150975462049633,0.4731046379744772,-0.3235552597442287
2.9399498940091364,0.4726651249457038,-0.32611457900598223
2.9647313363024645,0.4722238324087867,-0.328661845094061
2.9894422765310633,0.4717807946904249,-0.3311971120723807
3.0140831147074536,0.4713360457135518,-0.3337204339629961
3.0386542474494167,0.4708896190012863,-0.3362318647411246
3.0631560680182974,0.4704415476808556,-0.3387314583302901
3.0875889663567713,0.46999186448749586,-0.34121926859758306
3.11195332912608,0.46954060176832546,-0.3436953493490352
3.136249539742747,0.4690877914861939,-0.34615975432510954
3.1604779784147805,0.4686334652235048,-0.34861253719629814
3.1846390221773744,0.46817765418601237,-0.3510537515588328
3.2087330449281124,0.4677203892065924,-0.35348345093049965
3.2327604174616855,0.4672617007489876,-0.35590168874656114
3.2567215075041296,0.46680161891152555,-0.35830851835578165
3.280616679746598,0.4663401734308107,-0.3607039930165535
3.3044462958786607,0.46587739368538994,-0.3630881658931243
3.3282107146211577,0.4654133086993916,-0.3654610900519223
3.3519102917585974,0.46494794714613774,-0.36782281845797604
3.3755453801711175,0.464481337351729,-0.3701734039714327
3.3991163298660125,0.46401350729860336,-0.37251289934416504
3.422623488008832,0.46354448462906783,-0.3748413572164734
3.4460671989540623,0.4630742966488028,-0.37715883011387435
3.4694478042753927,0.46260297033034,-0.3794653704439794
3.4927656427955767,0.4621305323165123,-0.3817610304934594
3.516021050615893,0.46165700892387806,-0.3840458624250931
3.539214361145215,0.4611824261461169,-0.3863199182749004
3.562345905128689,0.4607068096573993,-0.38858324994935567
3.585416010676037,0.4602301848157287,-0.39083590922268263
3.6084250032894793,0.4597525766662564,-0.39307794773422766
3.6313732058912924,0.45927400994457024,-0.3953094169859087
3.6542609388510012,0.45879450907995517,-0.3975303683397431
3.6770885200122154,0.4583140981986272,-0.3997408530154463
3.6998562647191147,0.4578328011269406,-0.4019409220881063
3.7225644858425824,0.457350641394568,-0.4041306264859283
3.7452134938060073,0.45686764223765386,-0.40631001698804853
3.767803596610746,0.45638382660194016,-0.4084791442224203
3.790335099861249,0.4558992171458666,-0.41063805866376296
3.8128083067898704,0.45541383624364296,-0.41278681063158174
3.8352235182813548,0.45492770598829624,-0.41492545028824773
3.8575810328970066,0.4544408481946892,-0.4170540276371467
3.8798811468985512,0.45395328440251415,-0.4191725925208856
3.9021241542716916,0.4534650358792598,-0.4212811946195634
3.924310346749361,0.45297612362315137,-0.4233798834491006
3.9464400138346836,0.45248656836606505,-0.4254687083596273
3.968513442823636,0.45199639057641583,-0.42754771853393014
3.9905309188274334,0.45150561046201987,-0.42961696298595453
4.01249272479462,0.4510142479729306,-0.4316764905593625
4.034399141532891,0.4505223228042487,-0.4337263499261458
4.056250447730631,0.4500298543989069,-0.43576658958528997
4.078046919978192,0.4495368619504293,-0.4377972578614931
4.099788832788897,0.44904336440566434,-0.4398184029039336
4.121476458619784,0.4485493804674935,-0.44183007268508906
4.143110067892096,0.44805492859751384,-0.4438323149996034
4.164689929011506,0.4475600270186961,-0.44582517746320244
4.186216308388106,0.44706469371801766,-0.44780870751165636
4.207689470456134,0.44656894644907047,-0.4497829523997873
4.229109677693465,0.4460728027346438,-0.45174795920052396
4.2504771906408685,0.4455762798692844,-0.45370377480399765
4.2717922679210165,0.44507939492182935,-0.455650445916684
4.2930551662572665,0.44458216473791706,-0.45758801906058527
4.314266140492217,0.4440846059424724,-0.4595165405724542
4.335425443606031,0.44358673494216955,-0.4614360566030593
4.3565333267345405,0.44308856792786894,-0.4633466131164888
4.377590039187132,0.4425901208770323,-0.4652482558894935
4.398595828464416,0.4420914095561132,-0.46714103051086836
4.419550940275679,0.44159244952292415,-0.4690249823808694
4.440455618556126,0.44109325612898087,-0.47090015671066954
4.461310105483928,0.44059384452182354,-0.4727665985218466
4.482114641497049,0.44009422964731415,-0.47462435264590963
4.502869465309878,0.43959442625191203,-0.4764734637238565
4.523574813929667,0.4390944488849268,-0.4783139762057654
4.544230922672768,0.438594311900748,-0.48014593435041986
4.564838025180681,0.43809402946105275,-0.48196938222496366
4.58539635343591,0.4375936155369917,-0.483784363704589
4.605906137777633,0.4370930839113526,-0.48559092247225244
4.626367606917184,0.4365924481807019,-0.48738910201842284
4.646780987953362,0.4360917217575046,-0.48917894564085723
4.667146506387548,0.4355909178722235,-0.4909604964444039
4.687464386138653,0.43509004957539543,-0.4927337973408357
4.707734849557895,0.43458912973968833,-0.49449889104870753
4.727958117443392,0.4340881710619351,-0.49625582009324276
4.7481344090546,0.43358718606514823,-0.49800462680624363
4.768263942126571,0.43308618710051366,-0.499745353326027
4.788346932884052,0.43258518634936244,-0.501478041597386
4.808383596055426,0.4320841958251241,-0.5032027333715738
4.828374144886479,0.4315832273752586,-0.5049194702063123
4.848318791154026,0.4310822926831685,-0.506628293465823
4.868217745179368,0.4305814032700911,-0.5083292443208799
4.8880712158416,0.43008057049697124,-0.5100223637488844
4.907879410590766,0.4295798055663139,-0.511707692533962
4.927642535460867,0.42907911952401845,-0.513385271267079
4.947360795082721,0.4285785232611924,-0.5150551403461789
4.967034392696671,0.4280780275159469,-0.5167173399763405
4.986663530165156,0.4275776428751728,-0.5183719101699521
5.006248407985144,0.4270773797762989,-0.5200188907469071
5.025789225300411,0.42657724850903045,-0.5216583213348176
5.045286179913697,0.42607725921706974,-0.5232902413692426
5.064739468298719,0.42557742189981856,-0.5249146900939387
5.084149285612048,0.4250777464140626,-0.5265317065611221
5.103515825704857,0.4245782424756373,-0.5281413296317525
5.122839281134542,0.42407891966107697,-0.529743597975828
5.1421198431762,0.42357978740924435,-0.5313385500726985
5.161357701834001,0.42308085502294573,-0.532926224211394
5.180553045852413,0.4225821316705256,-0.5345066584909663
5.199706062727316,0.42208362638744634,-0.5360798908208464
5.218816938716994,0.4215853480778498,-0.5376459589212153
5.2378858588530015,0.42108730551610235,-0.539204900323388
5.256913006950907,0.4205895073483235,-0.5407567523702113
5.275898565620932,0.4200919620938977,-0.5423015522164738
5.294842716278465,0.4195946781469693,-0.5438393368293297
5.313745639154458,0.41909766377792246,-0.545370142988732
5.332607513305719,0.4186009271348441,-0.5468940072878803
5.3514285166250914,0.41810447624497066,-0.5484109661336788
5.370208825851513,0.4176083190161206,-0.5499210557472046
5.388948616579981,0.417112463238109,-0.5514243121641887
5.407648063271397,0.41661691658414884,-0.5529207712355046
5.426307339262321,0.4161216866122358,-0.5544104686276702
5.444926616774603,0.41562678076651777,-0.5558934398233569
5.463506066924925,0.41513220637865006,-0.5573697201219093
5.482045859734236,0.4146379706691353,-0.5588393446398753
5.500546164137089,0.41414408074864856,-0.5603023483115412
5.519007147990873,0.4136505436193477,-0.5617587658894808
5.537428978084957,0.41315736617617005,-0.5632086319451083
5.555811820149726,0.41266455520811396,-0.5646519808692413
5.57415583886553,0.4121721173995061,-0.566088846872672
5.592461197871534,0.41168005933125557,-0.5675192639867442
5.610728059774481,0.41118838748209346,-0.5689432660639399
5.6289565861573525,0.41069710822979916,-0.5703608867784701
5.647146937587947,0.4102062278524117,-0.5717721596268756
5.665299273627369,0.4097157525294297,-0.5731771179286317
5.683413752838423,0.4092256883429964,-0.5745757948267598
5.701490532793928,0.4087360412790722,-0.5759682232884469
5.719529770084937,0.4082468172285935,-0.5773544361056677
5.7375316203288795,0.4077580219886191,-0.5787344658958158
5.755496238177615,0.40726966126346414,-0.5801083451023376
5.773423777325407,0.4067817406658201,-0.5814761059953727
5.791314390516807,0.4062942657178638,-0.582837780672399
5.809168229554469,0.40580724185235256,-0.584193401058883
5.826985445306876,0.40532067441370806,-0.5855429989089338
5.8447661877159875,0.40483456865908746,-0.5868866058059617
5.862510605804811,0.404348929759443,-0.5882242531633427
5.8802188476849,0.40386376280056874,-0.5895559722250837
5.897891060563766,0.40337907278413687,-0.5908817940664952
5.915527390752225,0.40289486462872093,-0.5922017495948646
5.933127983671666,0.4024111431708085,-0.5935158695501347
5.950692983861239,0.40192791316580173,-0.5948241845055857
5.968222534984987,0.40144517928900747,-0.5961267248685186
5.985716779838889,0.40096294613661526,-0.5974235208809436
6.003175860357841,0.4004812182266641,-0.5987146026202702
6.020599917622569,0.39999999999999997,-0.5999999999999999
