pf_id,pd_id,pf_prop,pd_prop,pf_naive,pd_naive,pf_ed,pd_ed
0.9993333333333333,1.0,0.9993333333333333,1.0,0.9993333333333333,1.0,0.9993333333333333,1.0
0.7766666666666666,1.0,0.79,0.9933333333333333,0.8033333333333333,0.9886666666666667,0.9993333333333333,0.9993333333333333
0.6846666666666666,1.0,0.696,0.99,0.7206666666666667,0.986,0.9993333333333333,0.9993333333333333
0.626,0.9993333333333333,0.628,0.986,0.656,0.9826666666666667,0.9993333333333333,0.9993333333333333
0.5733333333333334,0.9986666666666667,0.5746666666666667,0.984,0.598,0.976,0.9993333333333333,0.9993333333333333
0.5373333333333333,0.998,0.5366666666666666,0.9806666666666667,0.554,0.9733333333333334,0.9993333333333333,0.9993333333333333
0.494,0.9973333333333333,0.49266666666666664,0.9793333333333333,0.518,0.9706666666666667,0.9993333333333333,0.9993333333333333
0.46066666666666667,0.9966666666666667,0.452,0.9773333333333334,0.49333333333333335,0.9673333333333334,0.9993333333333333,0.9993333333333333
0.428,0.9953333333333333,0.41333333333333333,0.9746666666666667,0.464,0.9626666666666667,0.9993333333333333,0.9993333333333333
0.39866666666666667,0.994,0.38,0.968,0.44066666666666665,0.9593333333333334,0.9993333333333333,0.9993333333333333
0.37866666666666665,0.9933333333333333,0.3566666666666667,0.966,0.426,0.9573333333333334,0.9993333333333333,0.9993333333333333
0.3606666666666667,0.9933333333333333,0.336,0.964,0.4033333333333333,0.952,0.9993333333333333,0.9993333333333333
0.3433333333333333,0.9926666666666667,0.31733333333333336,0.9606666666666667,0.386,0.9466666666666667,0.9993333333333333,0.9993333333333333
0.326,0.9913333333333333,0.3006666666666667,0.958,0.36333333333333334,0.9433333333333334,0.9993333333333333,0.9993333333333333
0.3006666666666667,0.988,0.2833333333333333,0.956,0.3446666666666667,0.9386666666666666,0.9993333333333333,0.9993333333333333
0.2826666666666667,0.988,0.26666666666666666,0.954,0.3293333333333333,0.9366666666666666,0.9993333333333333,0.9993333333333333
0.264,0.986,0.256,0.948,0.316,0.9326666666666666,0.9993333333333333,0.9993333333333333
0.24466666666666667,0.986,0.24333333333333335,0.9453333333333334,0.3,0.926,0.9993333333333333,0.9993333333333333
0.23,0.986,0.22866666666666666,0.9433333333333334,0.284,0.9193333333333333,0.9993333333333333,0.9993333333333333
0.21533333333333332,0.9853333333333333,0.20933333333333334,0.9413333333333334,0.2693333333333333,0.9133333333333333,0.9993333333333333,0.9993333333333333
0.20333333333333334,0.9826666666666667,0.19533333333333333,0.936,0.256,0.908,0.9993333333333333,0.9993333333333333
0.19066666666666668,0.98,0.18733333333333332,0.932,0.24733333333333332,0.9026666666666666,0.9993333333333333,0.9993333333333333
0.18066666666666667,0.9793333333333333,0.176,0.9266666666666666,0.23866666666666667,0.9,0.9993333333333333,0.9993333333333333
0.17333333333333334,0.9786666666666667,0.16666666666666666,0.92,0.22933333333333333,0.8906666666666667,0.9993333333333333,0.9993333333333333
0.16266666666666665,0.9773333333333334,0.156,0.9146666666666666,0.21666666666666667,0.884,0.9993333333333333,0.9993333333333333
0.15333333333333332,0.976,0.14333333333333334,0.9086666666666666,0.20333333333333334,0.8806666666666667,0.9993333333333333,0.9993333333333333
0.14733333333333334,0.9733333333333334,0.13533333333333333,0.9046666666666666,0.19666666666666666,0.8773333333333333,0.9993333333333333,0.9993333333333333
0.13733333333333334,0.9693333333333334,0.12666666666666668,0.896,0.18733333333333332,0.8733333333333333,0.9993333333333333,0.9993333333333333
0.128,0.966,0.12066666666666667,0.8873333333333333,0.182,0.8693333333333333,0.9993333333333333,0.9993333333333333
0.124,0.9626666666666667,0.11266666666666666,0.876,0.17466666666666666,0.8633333333333333,0.9993333333333333,0.9993333333333333
0.118,0.9613333333333334,0.10866666666666666,0.87,0.164,0.856,0.9993333333333333,0.9993333333333333
0.114,0.9566666666666667,0.10533333333333333,0.8673333333333333,0.15666666666666668,0.8513333333333334,0.9993333333333333,0.9993333333333333
0.11,0.954,0.09866666666666667,0.8633333333333333,0.14933333333333335,0.844,0.9993333333333333,0.9993333333333333
0.10533333333333333,0.9533333333333334,0.09333333333333334,0.8586666666666667,0.14066666666666666,0.8366666666666667,0.9993333333333333,0.9993333333333333
0.09933333333333333,0.9533333333333334,0.08933333333333333,0.856,0.13333333333333333,0.8353333333333334,0.9993333333333333,0.9993333333333333
0.092,0.9493333333333334,0.084,0.8493333333333334,0.13,0.834,0.9986666666666667,0.9993333333333333
0.08733333333333333,0.9446666666666667,0.08266666666666667,0.8446666666666667,0.12666666666666668,0.826,0.9986666666666667,0.9993333333333333
0.08533333333333333,0.942,0.078,0.8393333333333334,0.12,0.8206666666666667,0.998,0.9986666666666667
0.08133333333333333,0.94,0.07466666666666667,0.834,0.116,0.8126666666666666,0.9973333333333333,0.998
0.07733333333333334,0.9373333333333334,0.072,0.8313333333333334,0.11133333333333334,0.8046666666666666,0.9973333333333333,0.998
0.07133333333333333,0.9346666666666666,0.06933333333333333,0.8266666666666667,0.106,0.796,0.9973333333333333,0.998
0.06933333333333333,0.9326666666666666,0.06533333333333333,0.82,0.09933333333333333,0.7926666666666666,0.9966666666666667,0.998
0.06533333333333333,0.9306666666666666,0.062,0.8173333333333334,0.09266666666666666,0.7886666666666666,0.9966666666666667,0.998
0.06,0.926,0.06066666666666667,0.808,0.08866666666666667,0.7826666666666666,0.9966666666666667,0.998
0.056,0.9226666666666666,0.06,0.8006666666666666,0.08533333333333333,0.7773333333333333,0.9966666666666667,0.998
0.051333333333333335,0.9173333333333333,0.05466666666666667,0.7893333333333333,0.08266666666666667,0.772,0.9966666666666667,0.998
0.04933333333333333,0.9146666666666666,0.050666666666666665,0.784,0.08133333333333333,0.7666666666666667,0.9966666666666667,0.9973333333333333
0.04533333333333334,0.912,0.04933333333333333,0.7773333333333333,0.07866666666666666,0.7626666666666667,0.996,0.9966666666666667
0.044,0.9086666666666666,0.04733333333333333,0.7706666666666667,0.07733333333333334,0.758,0.996,0.9966666666666667
0.042,0.9053333333333333,0.046,0.764,0.07266666666666667,0.7506666666666667,0.996,0.9966666666666667
0.03866666666666667,0.902,0.042,0.758,0.068,0.7446666666666667,0.9953333333333333,0.9966666666666667
0.037333333333333336,0.9,0.04133333333333333,0.7526666666666667,0.06466666666666666,0.742,0.9953333333333333,0.9966666666666667
0.035333333333333335,0.8966666666666666,0.03933333333333333,0.7433333333333333,0.06133333333333333,0.7386666666666667,0.9953333333333333,0.996
0.034,0.894,0.03933333333333333,0.734,0.06066666666666667,0.7333333333333333,0.9946666666666667,0.996
0.032,0.8886666666666667,0.03666666666666667,0.7266666666666667,0.058,0.726,0.9946666666666667,0.9953333333333333
0.027333333333333334,0.8846666666666667,0.03666666666666667,0.722,0.056666666666666664,0.722,0.9946666666666667,0.9953333333333333
0.024666666666666667,0.8806666666666667,0.036,0.714,0.056,0.7166666666666667,0.9946666666666667,0.9953333333333333
0.02266666666666667,0.8773333333333333,0.03333333333333333,0.708,0.05333333333333334,0.7113333333333334,0.994,0.9946666666666667
0.02266666666666667,0.8733333333333333,0.03333333333333333,0.702,0.052,0.7033333333333334,0.994,0.9946666666666667
0.022,0.8706666666666667,0.030666666666666665,0.6913333333333334,0.05,0.6986666666666667,0.994,0.9946666666666667
0.022,0.8666666666666667,0.030666666666666665,0.6853333333333333,0.048,0.6906666666666667,0.994,0.9946666666666667
0.021333333333333333,0.8613333333333333,0.03,0.6826666666666666,0.046,0.6853333333333333,0.9933333333333333,0.9946666666666667
0.02,0.858,0.029333333333333333,0.676,0.04466666666666667,0.676,0.9933333333333333,0.9946666666666667
0.018666666666666668,0.8493333333333334,0.028,0.6673333333333333,0.044,0.6733333333333333,0.9933333333333333,0.9946666666666667
0.018666666666666668,0.8446666666666667,0.027333333333333334,0.6586666666666666,0.042,0.664,0.992,0.994
0.018,0.8406666666666667,0.024666666666666667,0.6493333333333333,0.04066666666666666,0.658,0.992,0.994
0.016666666666666666,0.8353333333333334,0.023333333333333334,0.642,0.04,0.6513333333333333,0.992,0.9926666666666667
0.013333333333333334,0.8306666666666667,0.022,0.6353333333333333,0.03866666666666667,0.646,0.99,0.9926666666666667
0.013333333333333334,0.826,0.022,0.6266666666666667,0.034666666666666665,0.6413333333333333,0.99,0.9926666666666667
0.011333333333333334,0.8213333333333334,0.020666666666666667,0.618,0.034,0.6346666666666667,0.9893333333333333,0.992
0.010666666666666666,0.816,0.02,0.6153333333333333,0.03266666666666666,0.626,0.9893333333333333,0.992
0.010666666666666666,0.8113333333333334,0.018666666666666668,0.608,0.03133333333333333,0.616,0.9893333333333333,0.992
0.01,0.8073333333333333,0.018,0.6026666666666667,0.03,0.6113333333333333,0.9893333333333333,0.992
0.009333333333333334,0.8033333333333333,0.016666666666666666,0.5926666666666667,0.028666666666666667,0.6073333333333333,0.9893333333333333,0.9913333333333333
0.009333333333333334,0.7986666666666666,0.016,0.5873333333333334,0.027333333333333334,0.6053333333333333,0.988,0.9913333333333333
0.009333333333333334,0.7946666666666666,0.014666666666666666,0.5806666666666667,0.027333333333333334,0.6006666666666667,0.9873333333333333,0.9906666666666667
0.009333333333333334,0.7926666666666666,0.014666666666666666,0.574,0.025333333333333333,0.5946666666666667,0.986,0.99
0.009333333333333334,0.7906666666666666,0.013333333333333334,0.566,0.025333333333333333,0.5873333333333334,0.986,0.99
0.008666666666666666,0.7866666666666666,0.013333333333333334,0.56,0.024,0.58,0.986,0.9893333333333333
0.008,0.784,0.012666666666666666,0.5533333333333333,0.022,0.574,0.986,0.9886666666666667
0.008,0.776,0.011333333333333334,0.5473333333333333,0.021333333333333333,0.5693333333333334,0.9846666666666667,0.9886666666666667
0.007333333333333333,0.772,0.010666666666666666,0.54,0.02,0.5626666666666666,0.984,0.9886666666666667
0.006666666666666667,0.7673333333333333,0.01,0.5326666666666666,0.018666666666666668,0.5573333333333333,0.9833333333333333,0.9873333333333333
0.006,0.764,0.009333333333333334,0.5273333333333333,0.018666666666666668,0.554,0.9806666666666667,0.986
0.005333333333333333,0.758,0.009333333333333334,0.5226666666666666,0.018,0.5453333333333333,0.9806666666666667,0.9853333333333333
0.005333333333333333,0.756,0.009333333333333334,0.5186666666666667,0.017333333333333333,0.542,0.9786666666666667,0.9833333333333333
0.004666666666666667,0.752,0.009333333333333334,0.514,0.016,0.5386666666666666,0.9766666666666667,0.9826666666666667
0.004,0.7493333333333333,0.009333333333333334,0.5093333333333333,0.016,0.5353333333333333,0.9766666666666667,0.982
0.0033333333333333335,0.7426666666666667,0.008666666666666666,0.504,0.015333333333333332,0.53,0.974,0.982
0.0033333333333333335,0.7333333333333333,0.008666666666666666,0.49866666666666665,0.015333333333333332,0.524,0.9733333333333334,0.9813333333333333
0.0033333333333333335,0.7273333333333334,0.008,0.49466666666666664,0.015333333333333332,0.5186666666666667,0.9726666666666667,0.9813333333333333
0.0033333333333333335,0.72,0.007333333333333333,0.4886666666666667,0.014666666666666666,0.5126666666666667,0.972,0.9793333333333333
0.0033333333333333335,0.7166666666666667,0.007333333333333333,0.484,0.014,0.5053333333333333,0.972,0.9786666666666667
0.0026666666666666666,0.7126666666666667,0.006,0.48,0.014,0.5006666666666667,0.972,0.9786666666666667
0.0026666666666666666,0.7073333333333334,0.005333333333333333,0.4766666666666667,0.013333333333333334,0.49266666666666664,0.972,0.9773333333333334
0.0026666666666666666,0.7033333333333334,0.005333333333333333,0.472,0.013333333333333334,0.48733333333333334,0.9713333333333334,0.9766666666666667
0.0026666666666666666,0.698,0.005333333333333333,0.4646666666666667,0.012666666666666666,0.4826666666666667,0.9713333333333334,0.9746666666666667
0.002,0.6906666666666667,0.005333333333333333,0.4593333333333333,0.012666666666666666,0.476,0.97,0.9733333333333334
0.002,0.688,0.005333333333333333,0.45466666666666666,0.011333333333333334,0.472,0.97,0.972
0.002,0.686,0.005333333333333333,0.452,0.011333333333333334,0.4666666666666667,0.97,0.972
0.002,0.6806666666666666,0.004666666666666667,0.446,0.010666666666666666,0.46066666666666667,0.9686666666666667,0.972
0.002,0.6746666666666666,0.004666666666666667,0.436,0.010666666666666666,0.45466666666666666,0.968,0.9713333333333334
0.002,0.672,0.004666666666666667,0.43066666666666664,0.01,0.45266666666666666,0.9673333333333334,0.9706666666666667
0.002,0.664,0.004666666666666667,0.42733333333333334,0.009333333333333334,0.44866666666666666,0.9666666666666667,0.9693333333333334
0.002,0.6593333333333333,0.004666666666666667,0.4186666666666667,0.009333333333333334,0.44466666666666665,0.9653333333333334,0.9693333333333334
0.002,0.656,0.004,0.4166666666666667,0.009333333333333334,0.44133333333333336,0.9653333333333334,0.968
0.002,0.6526666666666666,0.004,0.4093333333333333,0.008666666666666666,0.43733333333333335,0.9633333333333334,0.9673333333333334
0.0013333333333333333,0.65,0.004,0.4033333333333333,0.008666666666666666,0.43333333333333335,0.9606666666666667,0.966
0.0013333333333333333,0.6433333333333333,0.004,0.39866666666666667,0.008666666666666666,0.42933333333333334,0.9586666666666667,0.9646666666666667
0.0006666666666666666,0.6386666666666667,0.004,0.3913333333333333,0.008666666666666666,0.4266666666666667,0.9566666666666667,0.964
0.0006666666666666666,0.6333333333333333,0.004,0.39066666666666666,0.008666666666666666,0.4206666666666667,0.956,0.9626666666666667
0.0,0.63,0.0026666666666666666,0.38333333333333336,0.008666666666666666,0.41333333333333333,0.9553333333333334,0.9626666666666667
0.0,0.626,0.0026666666666666666,0.378,0.007333333333333333,0.4086666666666667,0.9553333333333334,0.962
0.0,0.6186666666666667,0.0026666666666666666,0.374,0.007333333333333333,0.4046666666666667,0.9526666666666667,0.96
0.0,0.61,0.0026666666666666666,0.364,0.006666666666666667,0.4,0.9513333333333334,0.9586666666666667
0.0,0.6013333333333334,0.0026666666666666666,0.36,0.006,0.396,0.95,0.9586666666666667
0.0,0.5973333333333334,0.0026666666666666666,0.3526666666666667,0.006,0.39266666666666666,0.9486666666666667,0.956
0.0,0.5913333333333334,0.0026666666666666666,0.35,0.006,0.38666666666666666,0.9473333333333334,0.9546666666666667
0.0,0.5886666666666667,0.002,0.3453333333333333,0.005333333333333333,0.38266666666666665,0.9453333333333334,0.954
0.0,0.5846666666666667,0.002,0.342,0.005333333333333333,0.378,0.9426666666666667,0.9513333333333334
0.0,0.5793333333333334,0.002,0.33866666666666667,0.005333333333333333,0.37533333333333335,0.9413333333333334,0.9486666666666667
0.0,0.5753333333333334,0.002,0.334,0.005333333333333333,0.37266666666666665,0.9393333333333334,0.9466666666666667
0.0,0.5726666666666667,0.002,0.33066666666666666,0.004666666666666667,0.37066666666666664,0.9366666666666666,0.9453333333333334
0.0,0.566,0.002,0.32666666666666666,0.004,0.3626666666666667,0.9326666666666666,0.9446666666666667
0.0,0.5613333333333334,0.002,0.322,0.004,0.356,0.932,0.944
0.0,0.5553333333333333,0.002,0.31733333333333336,0.004,0.34933333333333333,0.9306666666666666,0.9426666666666667
0.0,0.5506666666666666,0.002,0.31333333333333335,0.004,0.3466666666666667,0.93,0.942
0.0,0.5446666666666666,0.002,0.30933333333333335,0.004,0.3393333333333333,0.9293333333333333,0.9406666666666667
0.0,0.542,0.002,0.306,0.004,0.33466666666666667,0.928,0.9386666666666666
0.0,0.5386666666666666,0.002,0.30133333333333334,0.0033333333333333335,0.32866666666666666,0.9266666666666666,0.9346666666666666
0.0,0.536,0.0013333333333333333,0.2946666666666667,0.0033333333333333335,0.326,0.9233333333333333,0.9333333333333333
0.0,0.5313333333333333,0.0013333333333333333,0.29333333333333333,0.0033333333333333335,0.32266666666666666,0.9206666666666666,0.9313333333333333
0.0,0.526,0.0013333333333333333,0.29133333333333333,0.0033333333333333335,0.31733333333333336,0.9186666666666666,0.9306666666666666
0.0,0.5226666666666666,0.0013333333333333333,0.2846666666666667,0.0026666666666666666,0.31066666666666665,0.9146666666666666,0.9286666666666666
0.0,0.5173333333333333,0.0013333333333333333,0.2813333333333333,0.0026666666666666666,0.30666666666666664,0.912,0.9266666666666666
0.0,0.5093333333333333,0.0013333333333333333,0.278,0.0026666666666666666,0.30133333333333334,0.9113333333333333,0.926
0.0,0.5,0.0013333333333333333,0.27266666666666667,0.0026666666666666666,0.2966666666666667,0.9093333333333333,0.924
0.0,0.49466666666666664,0.0013333333333333333,0.2693333333333333,0.002,0.294,0.9053333333333333,0.92
0.0,0.48733333333333334,0.0006666666666666666,0.26666666666666666,0.002,0.28933333333333333,0.904,0.9186666666666666
0.0,0.48,0.0006666666666666666,0.2653333333333333,0.002,0.2866666666666667,0.9013333333333333,0.9166666666666666
0.0,0.4786666666666667,0.0006666666666666666,0.26466666666666666,0.002,0.2813333333333333,0.8986666666666666,0.9146666666666666
0.0,0.476,0.0006666666666666666,0.26,0.002,0.2786666666666667,0.8946666666666667,0.914
0.0,0.4706666666666667,0.0006666666666666666,0.25733333333333336,0.002,0.27466666666666667,0.892,0.9093333333333333
